sno,COMP_CODE,CAT_CODE,SUBJECT_CODE,COURSE_NAME,TOTAL_UNITS,LECTURE_UNITS,PRACTICAL_UNITS,STATUS,PROGRAM_CODE,CDC_DEL,CDC_YEAR,EVEN_SEM,ODD_SEM,SUMMER_TERM
301,1687,CHE,F376,DESIGN PROJECT,3,0,0,active,A1,DEL,0,FALSE,FALSE,FALSE
302,1654,CHEM,F266,STUDY PROJECT,3,0,0,active,B2,DEL,0,FALSE,FALSE,FALSE
303,1669,CHEM,F366,LABORATORY PROJECT,3,0,0,active,B2,DEL,0,FALSE,FALSE,FALSE
304,1688,CHEM,F376,DESIGN PROJECT,3,0,0,active,B2,DEL,0,FALSE,FALSE,FALSE
305,1655,CS,F266,STUDY PROJECT,3,0,0,active,A7,DEL,0,FALSE,FALSE,FALSE
306,1670,CS,F366,LABORATORY PROJECT,3,0,0,active,A7,DEL,0,FALSE,FALSE,FALSE
307,1689,CS,F376,DESIGN PROJECT,3,0,0,active,A7,DEL,0,FALSE,FALSE,FALSE
308,1656,ECON,F266,STUDY PROJECT,3,0,0,active,B3,DEL,0,FALSE,FALSE,FALSE
309,1657,EEE,F266,STUDY PROJECT,3,0,0,active,A3,DEL,0,FALSE,FALSE,FALSE
310,1691,EEE,F376,DESIGN PROJECT,3,0,0,active,A3,DEL,0,FALSE,FALSE,FALSE
311,1662,MATH,F266,STUDY PROJECT,3,0,0,active,B4,DEL,0,FALSE,FALSE,FALSE
312,1679,MATH,F366,LABORATORY PROJECT,3,0,0,active,B4,DEL,0,FALSE,FALSE,FALSE
313,1663,ME,F266,STUDY PROJECT,3,0,0,active,A4,DEL,0,FALSE,FALSE,FALSE
314,1680,ME,F366,LABORATORY PROJECT,3,0,0,active,A4,DEL,0,FALSE,FALSE,FALSE
315,1697,ME,F376,DESIGN PROJECT,3,0,0,active,A4,DEL,0,FALSE,FALSE,FALSE
316,1665,PHA,F266,STUDY PROJECT,3,0,0,active,A5,DEL,0,FALSE,FALSE,FALSE
317,1682,PHA,F366,LABORATORY PROJECT,3,0,0,active,A5,DEL,0,FALSE,FALSE,FALSE
318,1726,ECON,F491,SPECIAL PROJECT,3,3,0,active,B3,DEL,0,FALSE,FALSE,FALSE
319,1511,BITS,F316,NONLINEAR DYNA & CHAOS,3,3,0,active,B5,DEL,0,FALSE,FALSE,FALSE
320,1541,FIN,F314,INVEST BANK & FIN SERV,3,3,0,active,B3,DEL,0,FALSE,FALSE,FALSE
321,1323,CS,F422,PARALLEL COMPUTING,3,3,0,active,A7,DEL,0,FALSE,FALSE,FALSE
322,1332,BITS,F311,IMAGE PROCESSING,3,3,0,active,B4,DEL,0,FALSE,FALSE,FALSE
323,1248,BITS,F415,INTRODUCTION TO MEMS,4,3,1,active,A4,DEL,0,FALSE,FALSE,FALSE
324,1701,ECE,F266,STUDY PROJECT,3,0,0,active,AA,DEL,0,FALSE,FALSE,FALSE
325,1702,ECE,F366,LABORATORY PROJECT,3,0,0,active,AA,DEL,0,FALSE,FALSE,FALSE
326,1703,ECE,F376,DESIGN PROJECT,3,0,0,active,AA,DEL,0,FALSE,FALSE,FALSE
327,1731,EEE,F366,LABORATORY PROJECT,3,0,0,active,A3,DEL,0,FALSE,FALSE,FALSE
328,1666,PHY,F266,STUDY PROJECT,3,0,0,active,B5,DEL,0,FALSE,FALSE,FALSE
329,1431,BIO,F341,DEVELOPMENTAL BIOLOGY,3,3,0,active,B1,CDC,3,TRUE,FALSE,FALSE
330,1432,BIO,F342,IMMUNOLOGY,3,3,0,active,B1,CDC,3,TRUE,FALSE,FALSE
331,1234,CE,F435,INTRODUCTION TO FEM,3,3,0,active,A2,DEL,0,FALSE,FALSE,FALSE
332,1198,CE,F341,HYDRO & WATER RES ENGG,3,3,0,active,A2,CDC,3,TRUE,FALSE,FALSE
333,1199,CE,F342,WATER & WASTEWATER TREAT,4,3,1,active,A2,CDC,3,TRUE,FALSE,FALSE
334,1236,CE,F423,GREEN BUILD & ENER CONSE,3,3,0,active,A2,DEL,0,FALSE,FALSE,FALSE
335,1449,ECON,F341,PUBLIC FIN THEO & POLICY,3,3,0,active,B3,CDC,3,TRUE,FALSE,FALSE
336,1270,ME,F341,PRIMEMOVERS & FLUID MACH,3,2,1,active,A4,CDC,3,TRUE,FALSE,FALSE
337,1272,ME,F342,COMPUTER AIDED DESIGN,4,3,1,active,A4,CDC,3,TRUE,FALSE,FALSE
338,1271,ME,F343,MECHANICAL VIBRATIONS,3,3,0,active,A4,CDC,3,TRUE,FALSE,FALSE
339,1273,ME,F344,ENGINEERING OPTIMIZATION,2,2,0,active,A4,CDC,3,TRUE,FALSE,FALSE
340,1203,CHE,F419,CHEMICAL PROCESS TECH,3,3,0,active,A1,DEL,0,FALSE,FALSE,FALSE
341,1190,CHE,F343,PROCESS DES PRINCIPLE II,3,3,0,active,A1,CDC,3,TRUE,FALSE,FALSE
342,1205,CHE,F421,BIOCHEMICAL ENGINEERING,3,3,0,active,A1,DEL,0,FALSE,FALSE,FALSE
343,1188,CHE,F341,CHEMICAL ENGG LAB II,3,0,3,active,A1,CDC,3,TRUE,FALSE,FALSE
344,1189,CHE,F342,PROCESS DYN & CONTROL,3,3,0,active,A1,CDC,3,TRUE,FALSE,FALSE
345,1228,CE,F433,REMOTE SENS & IMAGE PROC,4,3,1,active,A2,DEL,0,FALSE,FALSE,FALSE
346,1231,CE,F417,APP OF AI IN CIVIL ENGG,3,3,0,active,A2,DEL,0,FALSE,FALSE,FALSE
347,1342,INSTR,F242,CONTROL SYSTEMS,3,3,0,active,A8,CDC,2,TRUE,FALSE,FALSE
348,1343,INSTR,F243,SIGNALS & SYSTEMS,3,3,0,active,A8,CDC,2,TRUE,FALSE,FALSE
349,1344,INSTR,F244,MICROELECTRONIC CIRCUITS,3,3,0,active,A8,CDC,2,TRUE,FALSE,FALSE
350,1322,CS,F415,DATA MINING,3,3,0,active,A7,DEL,0,FALSE,FALSE,FALSE
351,1338,BITS,F463,CRYPTOGRAPHY,3,3,0,active,A7,DEL,0,FALSE,FALSE,FALSE
352,1326,CS,F446,DATA STORAGE TECH & NETW,3,3,0,active,A7,DEL,0,FALSE,FALSE,FALSE
353,1325,CS,F441,SEL TOPICS FROM COMP SC,3,3,0,active,A7,DEL,0,FALSE,FALSE,FALSE
354,1245,EEE,F341,ANALOG ELECTRONICS,4,3,1,active,A3,CDC,3,TRUE,FALSE,FALSE
355,1246,EEE,F342,POWER ELECTRONICS,4,3,1,active,A3,CDC,3,TRUE,FALSE,FALSE
356,1251,EEE,F345,POWER APPARATUS & NETWK,3,3,0,active,A3,DEL,0,FALSE,FALSE,FALSE
357,1255,EEE,F346,DATA COMMUNIC & NETWORKS,2,2,0,active,A3,DEL,0,FALSE,FALSE,FALSE
358,1391,ECE,F341,ANALOG ELECTRONICS,4,3,1,active,AA,CDC,3,TRUE,FALSE,FALSE
359,1390,ECE,F344,INFO THEORY & CODING,3,3,0,active,AA,CDC,3,TRUE,FALSE,FALSE
360,1475,MATH,F314,ALGEBRA-II,3,3,0,active,B4,DEL,0,FALSE,FALSE,FALSE
361,1473,MATH,F342,DIFFERENTIAL GEOMETRY,3,3,0,active,B4,CDC,3,TRUE,FALSE,FALSE
362,1474,MATH,F343,PARTIAL DIFF EQUATIONS,3,3,0,active,B4,CDC,3,TRUE,FALSE,FALSE
363,1479,MATH,F353,STATISTICAL INFER & APP,3,3,0,active,B4,DEL,0,FALSE,FALSE,FALSE
364,1337,BITS,F386,QUANTUM INFO & COMPUTING,3,3,0,active,B5,DEL,0,FALSE,FALSE,FALSE
365,1397,ECE,F418,MOD COMMUNICATION TECH,3,3,0,active,AA,DEL,0,FALSE,FALSE,FALSE
366,1753,CE,F377,DESIGN PROJECT,3,0,0,active,A2,DEL,0,FALSE,FALSE,FALSE
